User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAS2PLDHG4LILHNAUF,2021-03-03T13:52:21Z,cloudtrail.amazonaws.com,StartLogging,us-east-2,101.50.109.62,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",04214492-fa23-47e3-8750-713857c9c5b2,5e8dc303-eb56-4c1a-b740-8b388f1fb34d,false,AwsApiCall,194303441336,Management
CloudTrail,ASIAS2PLDHG4LILHNAUF,2021-03-03T13:52:21Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-2,101.50.109.62,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.955 Linux/4.9.230-0.1.ac.223.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-194303441336-654f3314""}]",DKXXTWDD6J8G1VYC,8ff952bc-5d06-4c0d-983f-002a95bb0e24,false,AwsApiCall,194303441336,Management
CloudTrail,ASIAS2PLDHG4LILHNAUF,2021-03-03T13:52:21Z,cloudtrail.amazonaws.com,CreateTrail,us-east-2,101.50.109.62,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-2:194303441336:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-194303441336-654f3314""}]",e5c6cb71-2024-400e-a13e-49b301f60dcc,c2a3ff70-3060-4a36-a58f-a82f71c8670f,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:45:54Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",d38a730c-be15-49b2-96eb-4da42937becb,ab24d4cb-3b1a-45d4-8bd5-3aba74fa7eb3,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:45:53Z,iam.amazonaws.com,AddUserToGroup,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",9c327ec2-d58c-490c-98ff-25964b65209d,75ae4afd-30d5-4c84-8fce-5ab8edba54cd,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:45:52Z,iam.amazonaws.com,CreateUser,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::194303441336:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAS2PLDHG4O7EXIYSAP""}]",e5e1ad72-84c0-4813-8ea9-1cc3914263a9,292c2c1f-704c-4f0c-b234-2d83133db3a3,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:44:46Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",8facc22f-4de5-4105-9927-6d809c76ebf2,35f05637-25b1-4d74-9113-52f83a0067c7,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:44:45Z,iam.amazonaws.com,AddUserToGroup,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",b8bf37ea-bfbe-4bf1-96a8-ac6d89b319f6,130bf451-2250-480b-a0b6-16505ba2775c,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:44:45Z,iam.amazonaws.com,CreateUser,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::194303441336:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAS2PLDHG4OID5ZJNU6""}]",d22fc95b-11ea-472a-88c2-7ef1b771e8f9,4aff5c98-c007-4996-990f-10311007fcab,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:42:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",4211d645-ab40-474d-913b-1bf2dad86a06,abfd73de-4bc6-4db4-9ca9-2cf01e488781,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:42:05Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",ca808644-35a1-4e1a-8270-12e8bce031a0,b061c2d3-00d5-4faa-82dd-aac6c883ea17,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:42:04Z,iam.amazonaws.com,CreateGroup,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAS2PLDHG4GBDT6QMGP""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::194303441336:group/Reviewers""}]",27d00ca7-3c03-450a-a4af-d0cd5b5bc867,a86e0118-9157-4644-b76f-0ff3df5f415b,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:41:45Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",131469c4-86f3-428d-b9d2-239beb134323,3738fdf8-bc9c-4552-9362-12403fcdf9e8,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:41:45Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",c10faa5f-3156-4f4e-8aba-6f8709e5221b,ca3f2f4f-dc48-4f37-bbfa-7366024479f3,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:41:45Z,iam.amazonaws.com,CreateGroup,us-east-1,101.50.109.61,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::194303441336:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAS2PLDHG4I4V6YPGWB""}]",7a866ebb-f497-4bc7-b842-f78949fd1c84,fc846724-5125-44b9-bebc-98beb9ca47ab,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:13:49Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,[],3dc51d75-4eae-4737-9aeb-ff26d193799d,e898e5b8-cc8b-4081-a0c9-39cc058724ff,false,AwsApiCall,194303441336,Management
root,ASIAS2PLDHG4CXP435XW,2021-03-03T13:13:27Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,101.50.109.61,console.amazonaws.com,,[],407f74bd-69bd-4b24-98b5-915a627d81e4,5365f42d-54f7-4420-9c1b-0d09ab27bcdf,false,AwsApiCall,194303441336,Management
root,,2021-03-03T13:11:50Z,signin.amazonaws.com,ConsoleLogin,us-east-1,101.50.109.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",,[],,2cc9f0d6-d62d-41be-aa10-7e6d14be8573,false,AwsConsoleSignIn,194303441336,Management
